app_id,count,AppID,Name
293180,162,293180,Overcast - Walden and the Werewolf
294860,206,294860,Valkyria Chronicles™
295790,245,295790,Never Alone (Kisima Ingitchuna)
297020,165,297020,The Culling Of The Cows
298240,627,298240,War Trigger 3
298630,317,298630,The Escapists
301520,6244,301520,Robocraft
301910,261,301910,Saints Row: Gat out of Hell
302830,1608,302830,BLOCKADE 3D
304050,2394,304050,Trove
306130,1038,306130,The Elder Scrolls® Online
307880,500,307880,Savage Lands
310950,1078,310950,Street Fighter V
311210,5229,311210,Call of Duty®: Black Ops III
311340,357,311340,METAL GEAR SOLID V: GROUND ZEROES
311690,202,311690,Enter the Gungeon
311730,341,311730,DEAD OR ALIVE 5 Last Round: Core Fighters
314280,161,314280,The Forgotten Ones
317470,244,317470,Cubic Castles
318220,270,318220,Enforcer: Police Crime Action
322170,250,322170,Geometry Dash
322500,444,322500,SUPERHOT
322920,371,322920,theHunter: Primal
323470,409,323470,DRAGON BALL XENOVERSE
326460,244,326460,ShellShock Live
327890,341,327890,I Am Bread
333930,2266,333930,Dirty Bomb®
333950,340,333950,Medieval Engineers
335300,538,335300,DARK SOULS™ II: Scholar of the First Sin
338540,164,338540,Navy Field 2 : Conqueror of the Ocean
339280,222,339280,Strife®
339610,384,339610,Freestyle 2: Street Basketball
340170,219,340170,FINAL FANTASY TYPE-0™ HD
341940,315,341940,Hatred
349040,301,349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4
352460,421,352460,Dead Realm
355840,1202,355840,Survarium
359550,2036,359550,Tom Clancy's Rainbow Six® Siege
360170,174,360170,How to Survive 2
364360,1377,364360,Total War: WARHAMMER
368990,271,368990,Despair
371660,242,371660,Far Cry® Primal
375230,690,375230,"Warhammer 40,000: Eternal Crusade"
389430,263,389430,Knight Online
391220,291,391220,Rise of the Tomb Raider™
391460,1004,391460,WARMODE
393380,766,393380,Squad
394230,773,394230,Battleborn
412880,178,412880,Drift Streets Japan
418340,357,418340,RWBY: Grimm Eclipse
433850,2873,433850,Z1 Battle Royale
437220,1373,437220,The Culling
444090,2090,444090,Paladins®
447040,263,447040,Watch_Dogs® 2
555570,693,555570,Infestation: The New Z
