app_id,count,AppID,Name
248820,405,248820,Risk of Rain
250340,527,250340,Blockland
250400,766,250400,How to Survive
250420,1013,250420,8BitMMO
250900,363,250900,The Binding of Isaac: Rebirth
251570,3647,251570,7 Days to Die
252490,12024,252490,Rust
252950,2333,252950,Rocket League®
253430,551,253430,CastleMiner Z
253710,4256,253710,theHunter Classic
253980,276,253980,Enclave
255070,308,255070,Abyss Odyssey
256190,306,256190,Enemy Front
258180,776,258180,Deus Ex: The Fall
258970,709,258970,Gauntlet™ Slayer Edition
259080,288,259080,Just Cause 2: Multiplayer Mod
261530,271,261530,Lifeless Planet Premier Edition
261640,1485,261640,Borderlands: The Pre-Sequel
261760,384,261760,Lichdom: Battlemage
262150,289,262150,Vanguard Princess
265300,1073,265300,Lords Of The Fallen™
265550,900,265550,Dead Rising 3 Apocalypse Edition
265630,592,265630,Fistful of Frags
267490,238,267490,Batman™: Arkham Origins Blackgate - Deluxe Edition
268050,591,268050,The Evil Within
268750,365,268750,Magicite
269210,1068,269210,Hero Siege
270550,389,270550,Yet Another Zombie Defense
273110,2662,273110,Counter-Strike Nexon: Studio
274940,534,274940,Depth
277430,270,277430,Halo: Spartan Assault
278080,266,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition
278970,456,278970,Digger Online
282440,800,282440,Quake Live™
285900,1112,285900,Gang Beasts
286690,417,286690,Metro 2033 Redux
286940,386,286940,S.K.I.L.L. - Special Force 2 (Shooter)
287290,485,287290,Resident Evil Revelations 2
287700,1588,287700,METAL GEAR SOLID V: THE PHANTOM PAIN
287920,540,287920,Mortal Online
289650,2042,289650,Assassin's Creed® Unity
290300,245,290300,Rebel Galaxy
291550,1789,291550,Brawlhalla
292730,1427,292730,Call of Duty®: Infinite Warfare
293180,235,293180,Overcast - Walden and the Werewolf
294860,303,294860,Valkyria Chronicles™
295790,386,295790,Never Alone (Kisima Ingitchuna)
297020,247,297020,The Culling Of The Cows
298110,599,298110,Far Cry® 4
298240,960,298240,War Trigger 3
298630,460,298630,The Escapists
301520,9428,301520,Robocraft
301910,376,301910,Saints Row: Gat out of Hell
302510,557,302510,Ryse: Son of Rome
302670,326,302670,Call to Arms
302830,2393,302830,BLOCKADE 3D
303390,1064,303390,Dead Bits
304050,3603,304050,Trove
306130,1542,306130,The Elder Scrolls® Online
307880,792,307880,Savage Lands
310950,1589,310950,Street Fighter V
311210,7871,311210,Call of Duty®: Black Ops III
311340,520,311340,METAL GEAR SOLID V: GROUND ZEROES
311690,322,311690,Enter the Gungeon
311730,502,311730,DEAD OR ALIVE 5 Last Round: Core Fighters
314280,257,314280,The Forgotten Ones
315430,292,315430,Polarity
317470,376,317470,Cubic Castles
318220,395,318220,Enforcer: Police Crime Action
322170,357,322170,Geometry Dash
322500,665,322500,SUPERHOT
322920,554,322920,theHunter: Primal
323470,602,323470,DRAGON BALL XENOVERSE
324800,252,324800,Shadow Warrior 2
324810,448,324810,TOXIKK™
326460,340,326460,ShellShock Live
327890,486,327890,I Am Bread
333930,3331,333930,Dirty Bomb®
333950,478,333950,Medieval Engineers
334040,426,334040,Down To One
335300,819,335300,DARK SOULS™ II: Scholar of the First Sin
335330,878,335330,Brick-Force
337000,1839,337000,Deus Ex: Mankind Divided
338540,245,338540,Navy Field 2 : Conqueror of the Ocean
339280,337,339280,Strife®
339610,593,339610,Freestyle 2: Street Basketball
340170,336,340170,FINAL FANTASY TYPE-0™ HD
341940,437,341940,Hatred
344760,2352,344760,Reign Of Kings
349040,422,349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4
351290,836,351290,SURVIVAL: Postapocalypse Now
352460,649,352460,Dead Realm
355840,1828,355840,Survarium
359550,3065,359550,Tom Clancy's Rainbow Six® Siege
360170,254,360170,How to Survive 2
360430,897,360430,Mafia III: Definitive Edition
360940,256,360940,The Mean Greens - Plastic Warfare
364360,2021,364360,Total War: WARHAMMER
367500,386,367500,Dragon's Dogma: Dark Arisen
368500,417,368500,Assassin's Creed® Syndicate
368990,428,368990,Despair
371660,371,371660,Far Cry® Primal
375230,1085,375230,"Warhammer 40,000: Eternal Crusade"
376210,669,376210,The Isle
379720,1295,379720,DOOM
381210,4843,381210,Dead by Daylight
389430,409,389430,Knight Online
391220,455,391220,Rise of the Tomb Raider™
391460,1479,391460,WARMODE
393380,1129,393380,Squad
393420,831,393420,Hurtworld
394230,1184,394230,Battleborn
403640,1757,403640,Dishonored 2
412880,259,412880,Drift Streets Japan
418340,550,418340,RWBY: Grimm Eclipse
427270,531,427270,Orcs Must Die! Unchained
429790,366,429790,AdventureQuest 3D
433850,4226,433850,Z1 Battle Royale
437220,2053,437220,The Culling
444090,3053,444090,Paladins®
447040,411,447040,Watch_Dogs® 2
454650,372,454650,DRAGON BALL XENOVERSE 2
493340,235,493340,Planet Coaster
537180,238,537180,Digimon Masters Online
555570,1043,555570,Infestation: The New Z
